kqtf.a34b2	 7.718883151935645e-04
kqtf.a81b2	-1.333470370421567e-04
kqtf.a78b2	-8.523924942294129e-05
kqtd.a34b2	-1.677908536704155e-03
kqtf.a67b2	-3.865065694779430e-04
kqtd.a23b2	-1.634130014266622e-03
kqtd.a56b2	 8.158439618222446e-05
kqtf.a56b2	 3.692991148383047e-04
kqtd.a12b2	-1.445844080604270e-04
kqtd.a81b2	-5.021831465553085e-04
kqtf.a23b2	 8.134722963817959e-04
kqtd.a45b2	-5.416195008570765e-04
kqtd.a67b2	 5.645743623152621e-04
kqtf.a45b2	-3.602360616592424e-04
kqtd.a78b2	 8.530641093461162e-04
kqtf.a12b2	 1.929694232560216e-04
